6.1101	17.592	0.0	0.0
5.5277	9.1302	0.0	0.0
8.5186	13.662	0.0	0.0
7.0032	11.854	0.0	0.0
5.8598	6.8233	0.0	0.0
8.3829	11.886	0.0	0.0
7.4764	4.3483	0.0	0.0
8.5781	12	0.0	0.0
6.4862	6.5987	0.0	0.0
5.0546	3.8166	0.0	0.0
5.7107	3.2522	0.0	0.0
14.164	15.505	0.0	0.0
5.734	3.1551	0.0	0.0
8.4084	7.2258	0.0	0.0
5.6407	0.71618	0.0	0.0
5.3794	3.5129	0.0	0.0
6.3654	5.3048	0.0	0.0
5.1301	0.56077	0.0	0.0
6.4296	3.6518	0.0	0.0
7.0708	5.3893	0.0	0.0
6.1891	3.1386	0.0	0.0
20.27	21.767	0.0	0.0
5.4901	4.263	0.0	0.0
6.3261	5.1875	0.0	0.0
5.5649	3.0825	0.0	0.0
18.945	22.638	0.0	0.0
12.828	13.501	0.0	0.0
10.957	7.0467	0.0	0.0
13.176	14.692	0.0	0.0
22.203	24.147	0.0	0.0
5.2524	-1.22	0.0	0.0
6.5894	5.9966	0.0	0.0
9.2482	12.134	0.0	0.0
5.8918	1.8495	0.0	0.0
8.2111	6.5426	0.0	0.0
7.9334	4.5623	0.0	0.0
8.0959	4.1164	0.0	0.0
5.6063	3.3928	0.0	0.0
12.836	10.117	0.0	0.0
6.3534	5.4974	0.0	0.0
5.4069	0.55657	0.0	0.0
6.8825	3.9115	0.0	0.0
11.708	5.3854	0.0	0.0
5.7737	2.4406	0.0	0.0
7.8247	6.7318	0.0	0.0
7.0931	1.0463	0.0	0.0
5.0702	5.1337	0.0	0.0
5.8014	1.844	0.0	0.0
11.7	8.0043	0.0	0.0
5.5416	1.0179	0.0	0.0
7.5402	6.7504	0.0	0.0
5.3077	1.8396	0.0	0.0
7.4239	4.2885	0.0	0.0
7.6031	4.9981	0.0	0.0
6.3328	1.4233	0.0	0.0
6.3589	-1.4211	0.0	0.0
6.2742	2.4756	0.0	0.0
5.6397	4.6042	0.0	0.0
9.3102	3.9624	0.0	0.0
9.4536	5.4141	0.0	0.0
8.8254	5.1694	0.0	0.0
5.1793	-0.74279	0.0	0.0
21.279	17.929	0.0	0.0
14.908	12.054	0.0	0.0
18.959	17.054	0.0	0.0
7.2182	4.8852	0.0	0.0
8.2951	5.7442	0.0	0.0
10.236	7.7754	0.0	0.0
5.4994	1.0173	0.0	0.0
20.341	20.992	0.0	0.0
10.136	6.6799	0.0	0.0
7.3345	4.0259	0.0	0.0
6.0062	1.2784	0.0	0.0
7.2259	3.3411	0.0	0.0
5.0269	-2.6807	0.0	0.0
6.5479	0.29678	0.0	0.0
7.5386	3.8845	0.0	0.0
5.0365	5.7014	0.0	0.0
10.274	6.7526	0.0	0.0
5.1077	2.0576	0.0	0.0
5.7292	0.47953	0.0	0.0
5.1884	0.20421	0.0	0.0
6.3557	0.67861	0.0	0.0
9.7687	7.5435	0.0	0.0
6.5159	5.3436	0.0	0.0
8.5172	4.2415	0.0	0.0
9.1802	6.7981	0.0	0.0
6.002	0.92695	0.0	0.0
5.5204	0.152	0.0	0.0
5.0594	2.8214	0.0	0.0
5.7077	1.8451	0.0	0.0
7.6366	4.2959	0.0	0.0
5.8707	7.2029	0.0	0.0
5.3054	1.9869	0.0	0.0
8.2934	0.14454	0.0	0.0
13.394	9.0551	0.0	0.0
5.4369	0.61705	0.0	0.0
